text,label,source,cleaned_text,text_hash
O uso de insulina é indispensável à sobrevivência de pacientes com diabetes tipo 1 desde o momento do diagnóstico.,REAL,curated_expert,o uso de insulina é indispensável à sobrevivência de pacientes com diabetes tipo 1 desde o momento do diagnóstico,f41f3dfcf7b738b900913f284e355b3e
Vacinas infantis são as verdadeiras causadoras da epidemia de diabetes tipo 1 em crianças.,FAKE,curated_expert,vacinas infantis são as verdadeiras causadoras da epidemia de diabetes tipo 1 em crianças,ed1d95b2550519ac28a586e0866d8254
Praticar musculação pesada é proibido para qualquer pessoa diagnosticada com diabetes.,FAKE,curated_expert,praticar musculação pesada é proibido para qualquer pessoa diagnosticada com diabetes,bc25286928718d33d22c674ef5b69b14
"A metformina é o medicamento de primeira linha para o tratamento do diabetes tipo 2, segundo as diretrizes da SBD.",REAL,curated_expert,a metformina é o medicamento de primeira linha para o tratamento do diabetes tipo 2 segundo as diretrizes da sbd,3be7825cc64e588c19da9d2e0751ea87
Jejum intermitente seco de 7 dias regenera completamente o pâncreas no diabetes tipo 1.,FAKE,curated_expert,jejum intermitente seco de 7 dias regenera completamente o pâncreas no diabetes tipo 1,d53f01b8c446e7a655a3e7b2b34e6876
A cetoacidose diabética é uma complicação aguda grave comum no diabetes tipo 1 decorrente da ausência absoluta de insulina.,REAL,curated_expert,a cetoacidose diabética é uma complicação aguda grave comum no diabetes tipo 1 decorrente da ausência absoluta de insulina,be5c17acdb96cc497be92fc0bbadcc59
"O consumo de gorduras saturadas deve ser limitado, dando preferência a ácidos graxos monoinsaturados e poli-insaturados.",REAL,curated_expert,o consumo de gorduras saturadas deve ser limitado dando preferência a ácidos graxos monoinsaturados e poli insaturados,9a9d5e3c3fe6540f1d95e59a131fe1d4
O rastreamento de diabetes tipo 2 deve ser realizado periodicamente em adultos com sobrepeso associado a outros fatores de risco cardiovascular.,REAL,curated_expert,o rastreamento de diabetes tipo 2 deve ser realizado periodicamente em adultos com sobrepeso associado a outros fatores de risco cardiovascular,3d91c5db6b030992610a754b7c34b360
Tapioca é liberada para diabéticos porque não contém glúten e não altera a insulina.,FAKE,curated_expert,tapioca é liberada para diabéticos porque não contém glúten e não altera a insulina,2979b20c6944156a24e6c56e3c3a9f96
Adoçante de sucralose se transforma em cloro tóxico no organismo e agrava o diabetes.,FAKE,curated_expert,adoçante de sucralose se transforma em cloro tóxico no organismo e agrava o diabetes,727dec58a545fbb51ba89a27a9a3b913
Diabetes não é causada por verme e não é curada por “remédio natural” da internet,FAKE,www.boatos.org,diabetes não é causada por verme e não é curada por remédio natural da internet,6416f458b55d772bc3f42e80295e6454
O exame periódico dos pés por profissional de saúde é fundamental para prevenção de úlceras e amputações relacionadas ao pé diabético.,REAL,curated_expert,o exame periódico dos pés por profissional de saúde é fundamental para prevenção de úlceras e amputações relacionadas ao pé diabético,74c522de233f7357482faeb806944cb9
Quem tem diabetes tipo 2 nunca vai precisar aplicar insulina se tiver força de vontade.,FAKE,curated_expert,quem tem diabetes tipo 2 nunca vai precisar aplicar insulina se tiver força de vontade,b09831e60725f6cb2747d71ba87d89bc
"Vídeo falseia fala de Xororó criticando Glifage, insulina e Forxiga para recomendar tratamento ineficaz de diabetes por WhatsApp",FAKE,www.boatos.org,vídeo falseia fala de xororó criticando glifage insulina e forxiga para recomendar tratamento ineficaz de diabetes por whatsapp,bfcf41751414c7e71769c0248085d8d2
Diabéticos nunca mais precisarão de insulina se comerem quiabo com água em jejum.,FAKE,curated_expert,diabéticos nunca mais precisarão de insulina se comerem quiabo com água em jejum,22e6d00a99b5c65d91f98aa652bcd966
Dieta da proteína pura sem vegetais normaliza a hemoglobina glicada sem riscos renais.,FAKE,curated_expert,dieta da proteína pura sem vegetais normaliza a hemoglobina glicada sem riscos renais,356c38c54cc5243a97e7855571f25b5e
O controle conjunto da pressão arterial e dos lipídios plasmáticos é essencial para reduzir complicações cardiovasculares no diabetes.,REAL,curated_expert,o controle conjunto da pressão arterial e dos lipídios plasmáticos é essencial para reduzir complicações cardiovasculares no diabetes,23c7e97f1ddb674b00d6ebb3ab912c41
A contagem de carboidratos é uma estratégia nutricional flexível recomendada pela SBD para otimizar o controle glicêmico.,REAL,curated_expert,a contagem de carboidratos é uma estratégia nutricional flexível recomendada pela sbd para otimizar o controle glicêmico,d1157e850ab30d724374ce558f741941
"O rodízio dos locais de aplicação de insulina é essencial para evitar lipohipertrofia, que prejudica a absorção do medicamento.",REAL,curated_expert,o rodízio dos locais de aplicação de insulina é essencial para evitar lipohipertrofia que prejudica a absorção do medicamento,abd2ca0fad5a7e7668c9bd4bb18c3350
O fracionamento das refeições evita oscilações glicêmicas bruscas e auxilia no controle da saciedade.,REAL,curated_expert,o fracionamento das refeições evita oscilações glicêmicas bruscas e auxilia no controle da saciedade,8563741b457dd8408e32e5901f10c5b3
Glicemia casual superior a 200 mg/dL acompanhada de sintomas clássicos como poliúria e polidipsia fecha o diagnóstico de diabetes.,REAL,curated_expert,glicemia casual superior a 200 mg dl acompanhada de sintomas clássicos como poliúria e polidipsia fecha o diagnóstico de diabetes,72b685212bc1964d6b2f27a57df95580
Fazer banho de assento com chá de alecrim reduz a glicemia de jejum.,FAKE,curated_expert,fazer banho de assento com chá de alecrim reduz a glicemia de jejum,951ea14649785466da97bf03163035aa
"Exercícios de força e resistência muscular também são recomendados para pacientes diabéticos, pelo menos duas a três vezes por semana.",REAL,curated_expert,exercícios de força e resistência muscular também são recomendados para pacientes diabéticos pelo menos duas a três vezes por semana,76476d8f0f86d61d68672039df476321
Golpe cita venda de medidor de glicose a laser por parte da Accu Tech,FAKE,www.boatos.org,golpe cita venda de medidor de glicose a laser por parte da accu tech,7d97ad898b8cbbc657ee08d8d9e6f2c2
Chocolate amargo 70% ou 85% não possui carboidratos e diabéticos podem comer sem restrição.,FAKE,curated_expert,chocolate amargo 70 ou 85 não possui carboidratos e diabéticos podem comer sem restrição,0cd4e56a7ee09da638263beefb6c2b9e
Bebidas alcoólicas destiladas não afetam a glicemia de diabéticos e podem ser bebidas livremente.,FAKE,curated_expert,bebidas alcoólicas destiladas não afetam a glicemia de diabéticos e podem ser bebidas livremente,b98ab1c4437f185481393a7ca332808c
A Sociedade Brasileira de Diabetes recomenda distribuir a ingestão de carboidratos de maneira equilibrada ao longo das refeições diárias.,REAL,curated_expert,a sociedade brasileira de diabetes recomenda distribuir a ingestão de carboidratos de maneira equilibrada ao longo das refeições diárias,e09046af46b7dc2e0c8f91146fbbd1ed
Comer caroço de jaca cozido regenera as células beta do pâncreas.,FAKE,curated_expert,comer caroço de jaca cozido regenera as células beta do pâncreas,d38eb9e2b71caf47dc0aac7697a69e89
A automonitorização da glicemia capilar é fundamental para ajustes nas doses de insulina e prevenção de hipo e hiperglicemia.,REAL,curated_expert,a automonitorização da glicemia capilar é fundamental para ajustes nas doses de insulina e prevenção de hipo e hiperglicemia,ce4e48819efd4f0d70bc95b4e904e193
"É fundamental que pacientes diabéticos controlem a ingestão total de carboidratos, priorizando os de baixo índice glicêmico.",REAL,curated_expert,é fundamental que pacientes diabéticos controlem a ingestão total de carboidratos priorizando os de baixo índice glicêmico,01980dd09483fb868d2d5df8ad1dcce0
